label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Gaming,laptop-msi-katana-15-b13vfk-676vn,Laptop MSI Katana 15 B13VFK-676VN,26490000,78,50,msi,katana,4.6,CPU Intel Core i7-13620H xử lý gọn gàng từng tác vụ nặng nhẹ GPU RTX 4060 cân mọi tựa game AAA với hiệu năng xử lý đồ họa đỉnh cao 16GB RAM xử lý đa tác vụ thoải mái và mượt mà Không gian lưu trũ khổng lồ lên đến 1TB SSD Màn hình 15.6 inch Full HD cùng tần số quét 144 Hz đảm bảo bắt kịp từng hành động của đối thủ Bàn phím thiết kế 4-Zone RGB làm nổi bật không gian giải trí cho mọi game thủ,Đen,2024,Singapore,"NVIDIA GeForce RTX 4060, GDDR6 8GB","Intel Core i7-13620H (3.6GHz~4.9GHz, 10 lõi / 16 luồng)",16GB,DDR5 5200MHz,16GB DDR5 5200MHz 2x SO-DIMM socket (Nâng cấp tối đa 64GB SDRAM),1TB NVMe PCIe Gen 4 SSD,1TB,144Hz,Tấm nền IPS,15.6 inches,Tần số quét 144Hz  Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),Nahimic Audio & HiRes Audio,,359 x 259 x 24.9 mm,2.25 kg,Wi-Fi 6,4-Zone RGB Gaming Keyboard,,,Windows 11 Home,"3 cell, 53.5Whr",802.11 ax Wi-Fi 6,Bluetooth	v5.2,1x Type-C (USB3.2 Gen1 / DP)  2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45
Gaming,laptop-asus-tuf-gaming-a15-fa506ncr-hn047w,Laptop ASUS TUF Gaming A15 FA506NCR-HN047W,19990000,43,12,asus,tuf,0.0,"Trang bị bộ vi xử lý AMD Ryzen 7 7435HS, mang lại hiệu suất cao cho các tác vụ đa nhiệm và gaming. Với GPU NVIDIA RTX 3050 4GB, laptop có khả năng xử lý đồ họa mượt mà, lý tưởng cho game thủ và thiết kế đồ họa. Màn hình 15.6 inch Full HD với tần số quét 144Hz giúp hiển thị hình ảnh mượt mà và sống động trong các trò chơi. 16GB RAM cho phép xử lý nhiều ứng dụng cùng lúc mà không gặp khó khăn, tăng cường trải nghiệm người dùng. 512GB PCIe SSD cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh, giúp khởi động máy và ứng dụng nhanh chóng.",Đen,2024,Hàn Quốc,NVIDIA GeForce RTX 3050 4GB GDDR6AMD Radeon Graphics,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",16GB,DDR5-5600 SO-DIMM,16GB DDR5-5600 SO-DIMM 2x SO-DIMM (Nâng cấp tối đa 32GB),"512GB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, Nâng cấp tối đa 1TB)",512GB,144 Hz,Tấm nền IPS,15.6 inches,"Độ sáng 250nitsĐộ phủ màu NTSC 45%, SRGB 62.5%, Adobe 47.34%Màn hình chống chóiAdaptive-Sync",1920 x 1080 pixels (FullHD),Công nghệ chống ồn AI Phần mềm DTS Chứng nhận Hi-Res (cho tai nghe),,35.9 x 25.6 x 2.28 ~ 2.45 cm (W x D x H),2.30 Kg,Wi-Fi 6,Bàn phím Chiclet có đèn nền RGB 1 vùng,Mật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùng Khe Kensington Security Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),,Windows 11 Home,"48WHrs, 3S1P, 3-cell Li-ionSạc lại từ 0-50% trong 30 phút",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x RJ45 LAN  1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort 3x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5 mm
Gaming,laptop-gaming-acer-nitro-5-an515-58-5193,Laptop Gaming Acer Nitro 5 AN515-58-5193,19990000,48,40,acer,nitro,2.7,"Màn hình 15.6 inch Full HD cùng tần số quét 144Hz mang lại hình ảnh sắc nét, chi tiết, chơi game và xem video mượt mà, góc nhìn rộng, màu sắc chính xác. Bộ vi xử lý Intel Core i5 12450H mang lại hiệu suất ổn định xử lý mọi tác vụ. Card đồ họa RTX 4050 6GB GDDR6 cho hiệu suất đồ họa vượt trội, đáp ứng mọi nhu cầu giải trí, thiết kế đồ họa dễ dàng, nhanh chóng. RAM 16GB giúp tăng cường khả năng xử lý, mang lại tốc độ truyền dữ liệu nhanh chóng, cải thiện thời gian phản hồi. Ổ cứng 512GB cho tốc độ đọc-ghi dữ liệu nhanh chóng, giảm thời gian khởi động hay tải ứng dụng.",Đen,2022,Trung Quốc,NVIDIA Geforce RTX 4050 6GB GDDR6  Intel UHD Graphics,"Intel Core i5-12450H (2.0 GHz - 4.4 GHz, 18MB, 8 lõi / 12 luồng )",16GB,DDR5 4800MHz,16GB DDR5 4800MHz 2 khe (Hỗ trợ tối đa 32GB),512GB SSD M.2 NVMe / 2 x M.2 NVMe,512GB,144 Hz,Tấm nền IPS,15.6 inches,,1920 x 1080 pixels (FullHD),,,360.4 x 271.09 x 25.9 mm,2.5 kg,Wi-Fi 6,RGB 4 vùng,,,Windows 11 Home,"4 cell 57 Wh , Pin liền",WiFi 802.11ax,Bluetooth 5.1,1x HDMI  3x USB 3.2  1x Thunderbolt 4 Audio combo LAN 1 Gb/s
Gaming,laptop-gaming-acer-nitro-v-anv15-51-58an,Laptop Gaming Acer Nitro V ANV15-51-58AN,16990000,56,49,acer,nitro,4.2,"CPU Intel Core i5-13420H cân mọi tựa game từ AAA đến game Esport. GPU GeForce RTX 2050 mới nhất cho đồ họa cực đỉnh, chiến mọi tựa game với mức cài đặt cao. RAM 8 GB DDR5 5200Mhz, khả năng xử lý đa nhiệm và đa tác vụ của máy càng được tăng tốc tối đa. Màn hình 15.6 inch Full HD, tần số quét chuẩn chiến game 144Hz. Ổ cứng 512GB PCIE rộng rãi, lưu mọi tựa game dễ dàng.",Đen,2021,Hàn Quốc,NVIDIA GeForce RTX 2050 4 GB GDDR6 VRAM,"Intel Core i5-13420H (8 lõi / 12 luồng, up to 4.60 GHz, 12 MB Intel Smart Cache)",8GB,DDR5 5200MHz,8GB DDR5 5200MHz 2 khe (Nâng cấp tối đa 32GB),"512GB PCIe NVMe SSD (2 khe cắm, nâng cấp tối đa 2TB SSD)",512GB,144 Hz,Tấm nền IPS,15.6 inches,250 nitsAcer ComfyView LED-backlit TFT LCD45% NTSC,1920 x 1080 pixels (FullHD),DTS® X:Ultra,,362.3 x 239.89 x 22.9 - 26.9 mm (W x D x H),2.1 kg,,Led trắng,,,Windows 11 Home,4 cell - 57 Wh,802.11a/b/g/n/ac+ax wireless LAN,Bluetooth 5.1,1x USB Type-C  3x USB-A  1x Ethernet (RJ-45)  1x DC-in jack for AC adapter 1x HDMI 2.1 (hỗ trợ HDCP) 1x 3.5 mm headphone/speaker jack
Gaming,laptop-gaming-acer-nitro-5-tiger-an515-58-773y,Laptop Gaming Acer Nitro 5 Tiger AN515 58 773Y,22990000,99,70,acer,nitro,1.3,"Cấu hình chơi game và đồ họa đỉnh cao, cân mọi tựa game - Intel Core i7-12700H cùng card rời RTX™ 3050Ti. Ram 16GB với 2 khe 8GB cho phép nâng cấp tối đa đến 32GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình Full HD kích thước chuẩn 15.6 inch, tần số quét 144Hz mang lại hình ảnh sắc nét. Tích hợp Webcam 720p cho phép đàm thoại thông qua video thoải mái. Thiết kế vỏ nhựa cứng cáp, nặng 2.2 kg cho cảm giác cầm chắc tay.",Đen,2024,Hàn Quốc,NVIDIA GeForce RTX 3050 4GB GDDR6 VRAM,Intel® Core™ i7-12700H,16GB,DDR4 3200MHz,"16GB DDR4 3200MHz 2x 8GB, nâng cấp tối đa 32GB","512GB PCIe NVMe SED SSD cắm sẵn (nâng cấp tối đa 2TB Gen4, 16 Gb/s, NVMe và 1 TB 2.5-inch 5400 RPM)",512GB,,Tấm nền TFT,15.6 inches,Tần số quét 144Hz,1920 x 1080 pixels (FullHD),"2 Loa, DTS® X:Ultra Audio",Vỏ nhựa,360.4 (W) x 271.09 (D) x 25.9 (H) mm,2.5kg,Wi-Fi 6,,,,Windows 11 Home SL,57.5 Wh 4-cell Li-ion battery,KillerTM Wi-Fi 6 AX 1650i,v5.1,1 x USB Type-C:  • USB 3.2 Gen 2 (up to 10 Gbps)  • DisplayPort over USB-C  • Thunderbolt 4  • USB charging 5 V; 3 A  • DC-in port 20 V; 65 W  1 x USB 3.2 Gen 2 port  1 USB 3.2 Gen 2 port  1 x USB 3.2 Gen 1 port/
Gaming,laptop-asus-gaming-vivobook-k3605zu-rp296w,Laptop ASUS Gaming VivoBook K3605ZU-RP296W,23290000,6,4,asus,vivobook,3.4,"Trang bị chip Intel Core i5-12500H và card đồ họa RTX 4050 6GB, chiến mượt các tựa game Esports mức cài đặt đồ họa cao. Màn hình 16 inch WUXGA với tần số quét 144Hz, cho trải nghiệm gaming mượt mà, hình ảnh sắc nét. Kết hợp công nghệ MUX switch cho phép người dùng lựa chọn chế độ GPU rời giúp tối ưu hóa hiệu suất và tiết kiệm pin hiệu quả. Công nghệ tản nhiệt ASUS giúp máy luôn mát mẻ, ổn định hiệu năng trong thời gian dài chơi game. Công nghệ âm thanh vòm sống động, tăng thêm phần hấp dẫn cho game thủ.",Đen,2022,Hàn Quốc,NVIDIA GeForce RTX 4050 6GB GDDR6,"Intel Core i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E lõi)",16GB,DDR4 on board,16GB DDR4 on board,512GB M.2 NVMe PCIe 4.0 SSD,512GB,144 Hz,Tấm nền IPS,16 inches,Tỷ lệ 16:10  Độ sáng 300 nits  Màn hình chống chói  Độ phủ màu 45% NTSC  TÜV Rheinland-certified,1920 x 1200 pixels (WUXGA),SonicMaster  Loa tích hợp  Micrô mảng tích hợp  Hỗ trợ của Cortana,Vỏ nhựa,35.86 x 24.91 x 1.89 ~ 1.89 cm,1.80 kg,"Wi-Fi 6, Bảo mật vân tay, MUX Switch",Bàn phím Chiclet có đèn nền với phím Num,Cảm biến vân tay tích hợp với TouchpadMcAfee Khởi động BIOS Bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Windows 11 Home,"70WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,2x USB 3.2 Gen 1 Type-A 1x Thunderbolt 4 supports display / power delivery 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x DC-in SD 4.0 Đầu đọc thẻ
Gaming,laptop-asus-tuf-gaming-f15-fx507zc4-hn095w,Laptop ASUS TUF Gaming F15 FX507ZC4-HN095W,20290000,33,92,asus,tuf,1.7,"Bộ vi xử lý Intel Core i5-12500H cho hiệu năng mạnh mẽ để chơi game mượt mà, xử lý các tác vụ đa nhiệm và sáng tạo nội dung. Màn hình 15.6 inch với tần số quét 144Hz cho hình ảnh chuyển động mượt mà, giảm thiểu hiện tượng xé hình và giật lag, mang đến trải nghiệm chơi game tuyệt vời. Hệ thống âm thanh 2 loa với công nghệ Dolby Atmos cho âm thanh sống động và chi tiết, mang đến trải nghiệm giải trí và chơi game tuyệt vời. Ổ cứng SSD có dung lượng lưu trữ 512GB kèm tốc độ đọc/ghi dữ liệu cực cao, tải tựa game chỉ trong giây lát để bạn tận hưởng.",Xám,2023,Đài Loan,NVIDIA GeForce RTX 3050 4GB GDDR6  Intel Iris Xe Graphics,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 12 lõi: 4 P-cores và 8 E-cores)",16GB,DDR4-3200,"16GB DDR4-3200 2 khe (2x 8GB DDR4-3200 SO-DIMM, hỗ trợ nâng cấp tối đa 32GB)",512GB PCIe 3.0 NVMe M.2 SSD (hỗ trợ nâng cấp tối đa 1TB),512GB,144Hz,Tấm nền IPS,15.6 inches,"16:9Độ sáng 250 nits Tỷ lệ tương phản 1000:1 Độ phủ màu 45% NTSC, 62,50% sRGB, 47,34% AdobeMàn hình chống chóiAdaptive-Sync",1920 x 1080 pixels (FullHD),Hệ thống 2 loaCông nghệ chống ồn AIDolby AtmosChứng nhận Hi-Res,,35.4 x 25.1 x 2.24 ~ 2.49 cm (W x D x H),2.20 kg,Wi-Fi 6,Backlit Chiclet Keyboard 1-Zone RGBAura Sync,Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Khe bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Windows 11 Home,"56WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.2,1x RJ45 LAN1x Thunderbolt 4 hỗ trợ DisplayPort1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / G-SYNC2x USB 3.2 Gen 1 Type-A1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack
Gaming,laptop-acer-gaming-aspire-7-a715-76g-73fm,Laptop Acer gaming Aspire 7 A715-76G-73FM,17490000,59,15,acer,gaming,2.3,"Lựa chọn tuyệt vời cho game thủ với vi xử lý Intel Core i7-12650H mạnh mẽ. RAM 16GB, đảm bảo hiệu suất đa nhiệm mượt mà ngay cả khi chạy nhiều ứng dụng nặng. Ổ cứng SSD 512GB PCIe cung cấp không gian lưu trữ nhanh chóng và rộng rãi cho các trò chơi và tài liệu. Card đồ họa rời NVIDIA RTX 2050 4GB giúp xử lý đồ họa mượt mà, phù hợp cho các tựa game hiện đại. Màn hình 15.6 inch Full HD với tần số quét 144Hz mang lại trải nghiệm chơi game sống động và mượt mà.",Đen,2022,Trung Quốc,NVIDIA GeForce RTX 2050 4 GB GDDR6,Intel Core i7-12650H,16GB,DDR4 3200 MHz,"16GB DDR4 3200 MHz 2 khe, nâng cấp tối đa 32GB (cắm sẵn 8GB)","512GB PCIe NVMe SSD (nâng cấp tối đa 1 TB SSD PCIe Gen4, 16 Gb/s, NVMe)",512GB,144Hz,Tấm nền IPS,15.6 inches,Acer ComfyView,1920 x 1080 pixels (FullHD),Hệ thống Loa Acer,,362.3 (W) x 237.4 (D) x 19.9 (H) mm,2.1 kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Bảo mật vân tay",,Kensington lock,,Windows 11 Home,50 Wh 3-cell Li-ion battery,Intel Wireless Wi-Fi 6E AX211,Bluetooth 5.1,"1x USB Type-C 3x USB 3.2 Gen 1 1x HDMI 2.0 với HDCP  1x DC-in jack for AC adapter 1x Ethernet (RJ-45) 1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp"
Gaming,laptop-lenovo-legion-5-15irx9-83jj000fvn,Laptop Lenovo Legion 5 15IRX9 83JJ000FVN,35990000,49,57,lenovo,legion,1.8,"Trang bị bộ vi xử lý Intel Core i7-13650HX thế hệ 13, cung cấp hiệu năng mạnh mẽ cho các tác vụ đòi hỏi cao và chơi game. RAM 24GB đa nhiệm mượt mà và xử lý các ứng dụng nặng một cách hiệu quả. Ổ cứng SSD PCIe 512GB đảm bảo tốc độ khởi động và tải ứng dụng nhanh chóng, cùng không gian lưu trữ đủ dùng cho nhiều tệp và game. Card đồ họa NVIDIA GeForce RTX 4060 8GB cho phép chơi các game đòi hỏi đồ họa cao và xử lý tốt các tác vụ liên quan đến đồ họa chuyên nghiệp. Màn hình 15.6 inch Full HD với tần số quét 144Hz mang lại trải nghiệm hình ảnh mượt mà và sắc nét.",Xám,2022,Nhật Bản,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W, 233 AI TOPS","Intel Core i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",24GB,DDR5-4800,24GB  DDR5-4800 2x 12GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 24GB),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hai ổ đĩa, 2x M.2 SSD, nâng cấp tối đa 1TB)",512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 100% sRGB  G-SYNC,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD) Bộ giải mã Realtek ALC3287 Loa stereo, 2W x2 Nahimic Audio",Vỏ nhựa - nắp lưng kim loại,358.8 x 261.4 x 20.5-24.65 mm (W x D x H),2.32 kg,Wi-Fi 6,Đèn nền trắng,Firmware TPM 2.0 Enabled,,"Windows 11 Home Single Language, English",60Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C với PD 140W và DisplayPort 1.4 1x USB-C với DisplayPort 1.4 1x HDMI 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
Gaming,laptop-acer-aspire-7-a715-76g-5806,Laptop Acer Aspire 7 A715-76G-5806,18490000,44,88,acer,aspire,2.3,"Màn hình 15.6 inch Full HD cho không gian hiển thị tương đối rộng và rõ nét, màu sắc sống động CPU Intel Core i5 12450H cùng card RTX 3050 cân mọi tác vụ văn phòng, thoả sức chiến các tựa game yêu thích RAM 16 GB hỗ trợ nâng cấp tối đa 32 GB thoải mái thao tác với nhiều tabs Chrome mà không lo lag, giật Ổ cứng SSD 512 GB rộng rãi giúp lưu trữ nhiều tệp tin, tài liệu nhanh chóng Tần số quét 144 Hz giúp khung hình chuyển động trơn tru, hỗ trợ game thủ phản ứng nhanh chóng",Đen,2022,Đài Loan,"NVIDIA GeForce RTX 3050, 4 GB","Intel Core i5 - 12450H (8 lõi / 12 luồng, 2.00 GHz, Turbo Boost 4.4 GHz, 12 MB)",16GB,DDR4 3200 MHz,"16GB DDR4 3200 MHz 2 khe (1 khe 8 GB + 1 khe 8 GB, nâng cấp tối đa 32 GB)","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",512GB,144 Hz,Tấm nền IPS,15.6 inches,Acer ComfyView,1920 x 1080 pixels (FullHD),Acer Purified Voice  Acer TrueHarmony,Vỏ nhựa,362.3 x 237.4 x 19.9 mm (Dài x Rộng x Dày),2.1 kg,"Wi-Fi 6, Bảo mật vân tay",Đơn sắc,Vân tay,,Windows 11 Home SL,"3-cell Li-ion, 50 Wh",Wi-Fi 6E (802.11ax),Bluetooth 5.1,"1x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)  1x Jack tai nghe 3.5 mm 3x USB 3.2 1x HDMI 1x LAN (RJ45)"
Gaming,laptop-lenovo-loq-15arp9-83jc007hvn,Laptop Lenovo LOQ 15ARP9 83JC007HVN,20490000,25,75,lenovo,loq,3.4,"Trang bị bộ vi xử lý AMD Ryzen 5 7235HS, hiệu năng mạnh mẽ đáp ứng tốt các nhu cầu sử dụng từ văn phòng đến giải trí. Ram 12GB cho phép người dùng đa nhiệm mượt mà, trong khi ổ cứng SSD 512GB PCIe cung cấp tốc độ truy xuất nhanh chóng. Màn hình 15.6 inch Full HD với tần số quét 144Hz mang đến trải nghiệm hiển thị siêu mượt, lý tưởng cho cả công việc và chơi game. Card đồ họa rời NVIDIA GeForce RTX 3050 6GB hỗ trợ tốt các tác vụ đồ họa và chơi game cấu hình cao.",Xám,2021,Đài Loan,"NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)",12GB,DDR5-4800,"12GB DDR5-4800 2  khe (1x 12GB SO-DIMM DDR5-4800, nâng cấp 32GB DDR5-4800)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Up to two drives, 2x M.2 SSD, nâng cấp tối đa 1TB)",512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 100% sRGB  G-SYNC,1920 x 1080 pixels (FullHD),"High Definition (HD) Audio Realtek ALC3287 codec Loa Stereo, 2W x2 Nahimic Audio",Vỏ nhựa,359.86 x 258.7 x 21.9-23.9 mm (W x D x H),2.38 kg,Wi-Fi 6,Đèn nền trắng,Firmware TPM 2.0 Enabled E-shutter,,Windows 11 Home Single Language,60Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4 1x HDMI 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
Gaming,laptop-msi-gaming-gf63-thin-11uc-1228vn,Laptop MSI Gaming GF63 Thin 11UC-1228VN,16990000,89,93,msi,gf63,0.0,"Laptop Gaming với thiết kế mỏng nhẹ đi cùng lớp áo đen huyền bí, trọng lượng siêu nhẹ trong dòng laptop Gaming chỉ 1.86kg dễ dàng mang đi mọi nơi. CPU Intel Core i7-11800H cùng card đồ họa RTX 3050 cân mọi tựa game phổ biến hiện nay ở mức đồ họa Medium đến Hight mà không thua kèm gì với những chiếc PC gaming. Laptop RAM 8GB DDR4 cùng ổ cứng 512GB đa nhiệm mượt mà, cho không gian lưu trữ lớn, mở máy nhanh chóng, thao tác nhanh gọn mà không lo lag, giật. Màn hình 15.6 inch, độ phân giải Full HD cùng tấm nền IPS mang đến khung hình chi tiết, sắc nét. Tần số quét 144Hz giúp cho thao tác xoay, lướt nhanh chóng giúp game thủ dễ dàng hạ đối thủ, chiến thắng mọi tựa game. Máy trang bị nhiều cổng kết nối: USB Type-C, USB Type-A, HDMI, RJ45,... hỗ trợ kết nối, truyền, tải dữ liệu nhanh chóng.",Đen,2024,Trung Quốc,"NVIDIA GeForce RTX 3050, 4GB GDDR6","Intel Core i7-11800H Gen 11 2.3GHz (up to 4.6GHz) 24MB, 8 nhân,16 luồng",8GB,DDR4-3200,8GB DDR4-3200 2 khe,512GB PCIE,512GB,144Hz,Tấm nền IPS,15.6 inches,,1920 x 1080 pixels (FullHD),"Nahimic, HiRes Audio",,359 x 254 x 21.5 mm (W x D x H),1.85 kg,Wi-Fi 6,Đèn nền màu đỏ,,,Windows 11,3-Cell 52.4 (Whr),802.11 ax Wi-Fi 6,Bluetooth v5.2,1x Type-C USB3.2 Gen1 3x Type-A USB3.2 Gen1 1x (4K @ 30Hz) HDMI 1x RJ45 1x Mic-in 1x Headphone-out
Gaming,laptop-lenovo-loq-15arp9-83jc003vvn,Laptop Lenovo LOQ 15ARP9 83JC003VVN,25490000,36,34,lenovo,loq,1.6,"Trang bị CPU AMD Ryzen 7 7435HS mạnh mẽ cùng card đồ họa rời NVIDIA GeForce RTX 4050 6GB, mang đến trải nghiệm chơi game mượt mà ở mức cài đặt cao. Tận hưởng hình ảnh sắc nét, chuyển động mượt mà với tần số quét 144Hz, loại bỏ hiện tượng giật lag, xé hình. Ổ cứng SSD 512GB PCIe cho phép bạn lưu trữ thoải mái dữ liệu và truy cập ứng dụng nhanh chóng. Lớp vỏ màu xám mạnh mẽ, bàn phím full-size với đèn nền RGB cá tính, tạo nên phong cách gaming nổi bật. Trải nghiệm hệ điều hành Windows mới nhất với giao diện hiện đại, nhiều tính năng thông minh và bảo mật nâng cao.",Xám,2022,Singapore,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W","AMD Ryzen 7 7435HS (8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)",12GB,DDR5-4800,12GB DDR5-4800 2 khe DDR5 (1 khe trống nâng cấp tối đa 32GB DDR5-4800),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (hai ổ đĩa SSD M.2 2242, nâng cấp tối đa 1TB)",512GB,144Hz,Tấm nền IPS,15.6 inches,Độ sáng 300 inits  Màn hình chống chói  Độ phủ màu 100% sRGB  G-Sync,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD)  Realtek® ALC3287 codec  Loa âm thanh nổi, 2W x2  Nahimic Audio",Vỏ nhựa,359.86 x 258.7 x 21.9-23.9 mm (W x D x H),2.38 kg,Wi-Fi 6,Đèn nền trắng,Firmware TPM 2.0 Enabled,,Windows 11 Home,60Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"1x USB-A  2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz  1x Headphone / microphone combo jack (3.5mm)  1x Ethernet (RJ-45)  1x Đầu nối nguồn"
Gaming,laptop-lenovo-loq-15iax9-83gs000rvn,Laptop Lenovo LOQ 15IAX9 83GS000RVN,25990000,85,94,lenovo,loq,2.1,"Trang bị bộ vi xử lý Intel Core i5-12450HX cân mọi tác vụ từ văn phòng cho đến chơi game. Card đồ họa RTX 4050 hỗ trợ chỉnh sửa ảnh, video 3D, chơi game mượt mà. RAM 16GB DDR5-4800 SO-DIMM cùng ổ cứng 512GB SSD cho không gian lưu trữ rộng rãi, hỗ trợ mở ứng dụng, tài liệu nhanh chóng. Màn hình 15.6 inch FHD cùng tần số quét 144Hz cho bạn thoải mái chơi game, bắt kịp mọi thao tác của đối thủ.",Xám,2024,Singapore,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W","Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",16GB,SO-DIMM DDR5-4800,16GB SO-DIMM DDR5-4800 2 khe (nâng cấp tối đa 32GB DDR5-4800),512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 300 nits  Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC,1920 x 1080 pixels (FullHD),"Âm thanh độ phân giải cao (HD)  Realtek ALC3287 codec Loa âm thanh nổi, 2W x2 Nahimic Audio",Vỏ nhựa,359.86 x 258.7 x 21.9-23.9 mm (W x D x H),2.38 kg,Wi-Fi 6,"4-Zone RGB Backlit, English",Firmware TPM 2.0  E-shutter,,Windows 11 Home Single Language,60 Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)  1x USB-C (USB 10Gbps / USB 3.2 Gen 2) với PD 140W và DisplayPort 1.4 1x HDMI 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
