"label","title","discountPrice","soldQuantity","quantity","brand","series","totalRating","features","color","Năm ra mắt","Xuất xứ","Loại card đồ họa","Loại CPU","Dung lượng RAM","Loại RAM","Mô tả ram","Ổ cứng","Dung lượng ổ cứng","Tần số quét","Chất liệu tấm nền","Kích thước màn hình","Công nghệ màn hình","Độ phân giải màn hình","Công nghệ âm thanh","Chất liệu","Kích thước","Trọng lượng","Tính năng đặc biệt","Loại đèn bàn phím","Bảo mật","Webcam","Hệ điều hành","Pin","Wi-Fi","Bluetooth","Cổng giao tiếp"
"Gaming","Laptop MSI Cyborg 15 A12UCX-618VN",16490000,35,3,"msi","cyborg","1.1","CPU Intel Core i5 thế hệ 12 mới nhất với 8 nhân 12 luồng, cho hiệu năng xử lý đa nhiệm ấn tượng. Card đồ họa NVIDIA GeForce RTX 2050 4GB GDDR6, chiến mượt mọi tựa game eSports và ứng dụng đồ họa. RAM 16GB DDR5, đa nhiệm mượt mà, SSD 512GB NVMe PCIe tốc độ cao, khởi động máy và truy cập dữ liệu nhanh chóng. Màn hình 15.6 inch Full HD (1920x1080) sắc nét, tấm nền IPS cho góc nhìn rộng. Tần số quét 144Hz, trải nghiệm game mượt mà, giảm thiểu hiện tượng lag, xé hình.","Đen","2024","Hàn Quốc","NVIDIA GeForce RTX 2050 4 GB GDDR6","Intel Core i5 12450H (2 GHz - 4.4 GHz, 8 nhân - 12 luồng, 12MB Cache)","16GB","DDR5","16GB DDR5 2x SO-DIMM socket (Nâng cấp tối đa 64GB RAM)","SSD 512GB NVMe PCIe","512GB","144 Hz","Tấm nền IPS","15.6 inches","Tần số quét 144 HzTấm nềnI PSĐộ sáng 250 nitsĐộ phủ màu 45% NTSC","1920 x 1080 pixels (FullHD)","2x 2W Speaker, Hi-Res Audio, Nahimic","","359 x 250 x 21.9 mm","1.95 kg","Wi-Fi 6","Single LED - Xanh","","HD Webcam (720p Webcam)","Windows 11 Home","3 cell, 53.5Whr","Wifi 6 AX201","Bluetooth	v5.2","1 x HDMI 2.1 (4K@60Hz)1x Type-C USB3.2 Gen1/ DP1.42 X USB 3.2 Gen1 Type-A1x Audio combo jack1x RJ451x DC-in"
"Văn phòng","Laptop MSI Prestige 14 EVO B13M-401VN",17990000,66,89,"msi","prestige","2.1","Laptop có màu bạc hiện đại, tạo ấn tượng chuyên nghiệp và thanh lịch cho người dùng. Màn hình 14.0 inch FHD+ cung cấp hình ảnh sắc nét và màu sắc sống động, phù hợp cho cả công việc và giải trí. Được trang bị bộ vi xử lý Intel Core i5-13500H và RAM 16GB, máy xử lý đa nhiệm mượt mà và nhanh chóng. Ổ cứng 512GB PCIe cho phép khởi động và truy cập dữ liệu nhanh chóng, giúp tăng hiệu suất làm việc.","Bạc","2022","Trung Quốc","Intel Iris Xe graphics","Intel Core i5 - 13500H (12 lõi / 16 luồng, 2.60 GHz, Turbo Boost 4.7 GHz,18 MB)","16GB","LPDDR5-4800","16GB LPDDR5-4800","512 GB SSD NVMe PCIe Gen 4.0","512GB","60 Hz","Tấm nền IPS","15.6 inches","","1920 x 1200 pixels (FullHD+)","Hi-Res Audio, DTS Audio","","314 x 227.5 x 17.9 mm","1.49 kg","Wi-Fi 6, Bảo mật vân tay, Công nghệ Intel Evo, Nhận diện khuôn mặt","Bàn phím có đèn nền đơn (Trắng)","Discrete Trusted Platform Module(dTPM) 2.0","IR FHD type (30fps@1080p)","Windows 11 Home","4-Cell 72 Battery (Whr)","Intel Killer AX Wi-Fi 6E","Bluetooth 5.3","2x Thunderbolt 4 (DisplayPort/ Power Delivery 3.0) 1x Type-A USB3.2 Gen2 1x Đầu đọc thẻ Micro SD 1x HDMI 2.1 (4K @ 60Hz)1x Mic-in/Headphone-out Combo Jack"
"Gaming","Laptop gaming MSI Thin A15 B7UCX 020VN",14990000,22,6,"msi","thin","2.0","Vi xử lý AMD Ryzen 5 7535HS mạnh mẽ với 8 nhân 16 luồng, xung nhịp tối đa lên đến 4.55GHz, đáp ứng mọi nhu cầu từ học tập, làm việc đến giải trí và chơi game. Card đồ họa NVIDIA GeForce RTX 2050 4GB GDDR6 giúp chiến mượt các tựa game yêu thích ở cài đặt đồ họa cao. RAM 8GB DDR5 4800MHz cho khả năng đa nhiệm mượt mà, xử lý dữ liệu nhanh chóng. Ổ cứng SSD 512GB NVMe PCIe Gen4x4 tốc độ cao cho thời gian khởi động và tải ứng dụng nhanh chóng. Màn hình 15.6 inch Full HD (1920 x 1080) sắc nét với viền bezel mỏng, mang đến trải nghiệm hình ảnh sống động và góc nhìn rộng rãi.","Xám","2022","Đài Loan","NVIDIA GeForce RTX 2050 Laptop GPU 4GB GDDR6","Ryzen 5 7535HS (3.3GHz up to 4.55GHz, 6 cores 12 threads, 16MB cache)","8GB","DDR5","8GB DDR5 2 khe","512GB NVMe PCIe SSD Gen4x4","512GB","144Hz","Tấm nền IPS","15.6 inches","","1920 x 1080 pixels (FullHD)","","","359 x 254 x 21.7 mm (H x W x D)","1.86 kg","","","","HD type","Windows 11 Home","3-Cell 52.4 Battery","802.11 ax Wi-Fi 6E","v5.3","1x Type-C (USB3.2 Gen2 / DP) with PD charging  3x Type-A USB3.2 Gen1  1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)  1x RJ45"
"Văn phòng","Laptop Acer Swift Go 14 AI SFG14-73-53X7 NX.KSLSV.001",22990000,37,44,"acer","swift","3.4","Thiết kế nhỏ gọn chỉ 1.3 kg, rất nhẹ và mỏng - Thuận tiện cho việc di chuyển. Màn hình 14 inch, tần số quét 120Hz, đem lại trải nghiệm hình ảnh sắc nét và mượt mà. Khởi động và tải ứng dụng cực nhanh, không làm gián đoạn quá trình làm việc hay giải trí với Intel Core Ultra 5-125H. Webcam QHD để đáp ứng nhu cầu họp trực tuyến, đảm bảo hình ảnh rõ nét và chuyên nghiệp.","Bạc","2024","Singapore","Intel Arc Graphics","Intel Core Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng )","16GB","LPDDR5x 6400MHz Onboard","16GB LPDDR5x 6400MHz Onboard","512GB SSD M.2 NVMe","512GB","120Hz","Tấm nền IPS","14 inches","","2880 x 1800 pixels","","","312.9 x 217.9 x 14.9 mm","1.3 kg","Bảo mật vân tay, Wi-Fi 7","LED","Vân tay","QHD webcam","Windows 11 Home SL","4 cell 65 Wh , Pin liền","Wi-Fi 7 BE","Bluetooth 5.3","2 x USB 3.22 x Thunderbolt 4 1 x micro SD card slot Audio combo1 x HDMI"
"Gaming","Laptop Gaming Acer Nitro V ANV15-51-55CA",24490000,62,65,"acer","nitro","2.4","Trang bị CPU Intel Core i5-13420H xử lý nhanh chóng mọi tác vụ văn phòng hay tận hưởng các tựa game từ AAA đến game Esport. Bộ nhớ RAM 16 GB DDR5 cho khả năng xử lý đa nhiệm và đa tác vụ của máy càng được tăng tốc tối đa. Card đồ họa RTX 4050 tối ưu hiệu suất và năng lượng, chiến mượt các tựa game AAA với mức đồ họa từ Medium/High trở lên. Tận hưởng các cuộc phiêu lưu, giải trí sống động trên màn hình 15.6 inch FHD, cùng tần số quét chuẩn chiến game 144 Hz.","Đen","2021","Nhật Bản","NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM","Intel Core i5-13420H (8 lõi / 12 luồng, upto 4.60 GHz, 12 MB)","16GB","DDR5 5200 MHz","16GB DDR5 5200 MHz 2 khe (8GB + 8GB), Nâng cấp tối đa 64GB (cắm sẵn 16GB)","512GB PCIe NVMe SSD (nâng cấp tối đa 2TB)","512GB","144 Hz","Tấm nền TFT","15.6 inches","Acer ComfyViewLED-backlit TFT LCD45% NTSC","1920 x 1080 pixels (FullHD)","DTS® X:Ultra","Vỏ nhựa","362.3 x 239.89 x 22.9/26.9 mm (W x D x H)","2.1 kg","Wi-Fi 6","Led trắng","Giải pháp vân tay Acer Bio-ProtectionGiải pháp Mô-đun Nền Tảng Tin Cậy (TPM) FirmwareMật khẩu người dùngQuản trị viên BIOSKhe khóa Kensington","720P HD","Windows 11 Home","4 cell, 57Wh","Intel Wi-Fi 6 AX201(2*2 ax)","Bluetooth 5","1 x USB Type-C™3 x USB-A1 x HDMI® 2.1 port with HDCP support1 x 3.5 mm headphone/speaker jack1 x Ethernet (RJ-45) port1 x DC-in jack for AC adapter"
"Văn phòng","Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001",13490000,52,44,"acer","aspire","3.2","Sở hữu bộ vi xử lý Intel Core i5-1235U, đáp ứng tốt các tác vụ văn phòng và trải nghiệm đa phương tiện. Với 16GB RAM DDR5 và ổ SSD PCIe 512GB, máy mang lại hiệu suất vượt trội, khởi động nhanh và tải ứng dụng mượt mà. Màn hình 16 inch WUXGA cung cấp chất lượng hiển thị sắc nét và góc nhìn rộng, phù hợp cho các tác vụ văn phòng và giải trí. Thiết kế gọn nhẹ, chỉ 1.8 kg giúp máy trở thành người bạn đồng hành lý tưởng cho di chuyển.","Xám","2021","Trung Quốc","Intel HD Graphics","Intel Core i5-1235U (10 lõi / 12 luồng, 3.3 GHz 4.4 GHz 12MB Intel Smart Cache)","16GB","DDR5 4800 MT/s","16GB DDR5 4800 MT/s 2 khe rời (1x 16GB, nâng cấp tối đa 64GB)","512GB PCIe NVMe SSD (Up to 2TB)","512GB","60 Hz","Tấm nền IPS","16 inches","Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView","1920 x 1200 pixels (WUXGA)","Hai loa stereo tích hợp  Hai micrô kỹ thuật số tích hợp","Vỏ nhựa","357.6 x 247 x 18.9 mm (W x D x H)","1.8 kg","Wi-Fi 6","","BIOS user, supervisor, HDD passwords Kensington lock slot","Camera FHD Camera MISC 2M FHD Camera_CTE","Windows 11 Home SL","58Whr 3-cell 65W PD Type-C Adapter","Wi-Fi 6 AX201","Bluetooth 5.1","1x USB Type-C 3x USB-A 1x  HDMI 1x 1.4 port with HDCP support 1x 3.5 mm headphone/speaker jack"
"Gaming","Laptop ASUS TUF Gaming A15 FA506NFR-HN075W",18290000,69,93,"asus","tuf","1.5","Trang bị chip AMD Ryzen 7 7435HS và card đồ họa NVIDIA GeForce RTX 2050 4GB, chiến tốt các tựa game Esports ở mức cài đặt đồ họa phù hợp. Màn hình 15.6 inch Full HD (1920x1080) với tần số quét 144Hz, cho trải nghiệm gaming mượt mà, hình ảnh sắc nét, hạn chế tối đa giật lag. Đạt tiêu chuẩn , chống chịu va đập, rung sốc tốt, đảm bảo hoạt động ổn định trong nhiều điều kiện. Công nghệ tản nhiệt ASUS giúp máy luôn mát mẻ, ổn định hiệu năng trong thời gian dài chơi game. Sản phẩm đi kèm chuột gaming, tăng thêm phần tiện lợi và tiết kiệm chi phí cho game thủ.","Đen","2022","Singapore","NVIDIA GeForce RTX 2050 4GB GDDR6","AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)","16GB","DDR5-5600 SO-DIMM","16GB DDR5-5600 SO-DIMM 2x SO-DIMM (2x 8GB, nâng cấp tối đa 32GB)","512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 1TB)","512GB","144 Hz","Tấm nền IPS","15.6 inches","Tỷ lệ 16:9  Độ sáng 250 nits  Độ tương phản 1000:1  Độ phủ màu 45% NTSC  Độ phủ màu 62.5% sRGB  Adobe 47.34%  Màn hình chống chói  Adaptive-Sync","1920 x 1080 pixels (FullHD)","Hệ thống 2 loa  Công nghệ chống ồn AI  Phần mềm DTS  Chứng nhận Hi-Res","","35.9 x 25.6 x 2.28 ~ 2.45 cm","2.30 Kg","Wi-Fi 6","Bàn phím Chiclet có đèn nền RGB 1 vùng","Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Khe bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM)","720P HD camera","Windows 11 Home","48WHrs, 3S1P, 3-cell Li-ion","Wi-Fi 6(802.11ax) (Dual band) 2*2","Bluetooth 5.3","1x RJ45 LAN  1x USB 3.2 Gen 2 Type-C support DisplayPort  3x USB 3.2 Gen 1 Type-A  1x HDMI 2.1 TMDS  1x 3.5mm Combo Audio Jack"
"Văn phòng","Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W",32990000,69,60,"asus","zenbook",0,"Sở hữu thiết kế sang trọng với tone màu xám lịch lãm Cân mọi tác vụ học tập, văn phòng với CPU Intel Core i7-1355U Card Intel Iris Xe Graphics hỗ trợ chỉnh sửa ảnh cơ bản, giải trí với các tựa game nhẹ RAM lên đến 16GB mở hàng tục tabs Chrome mà không lo giật, lag Ổ cứng 512GB SSD giúp mở máy nhanh chóng, không gian lưu trữ file, tài liệu rộng rãi","Xám","2024","Trung Quốc","Intel Iris Xe Graphics","Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng)","16GB","LPDDR5 Onboard","16GB LPDDR5 Onboard","512GB M.2 NVMe PCIe 4.0 SSD","512GB","60 Hz","Tấm nền OLED/AMOLED","13.3 inches","Thời gian phản hồi 0.2msĐộ sáng tối đa 550nits HDRĐộ phủ màu 100% DCI-P3HDR True Black 5001.07 tỷ màuTÜV Rheinland-certifiedSGS Eye Care Display","2880 x 1800 pixels","Công nghệ khuếch đại thông minh Loa tích hợp Micrô mảng tích hợp Harman/kardon (Premium)","Vỏ kim loại","29.62 x 21.63 x 1.09 ~ 1.18 cm (W x H x D)","1.00 kg","Wi-Fi 6, Màn hình Oled","","McAfee LiveSafe 30 ngày dùng thử miễn phí Webcam hồng ngoại có hỗ trợ Windows Hello McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM) 2.0","Camera FHD có IR hỗ trợ Windows Hello","Windows 11 Home","63WHrs, 2S2P, 4-cell Li-ion","Wi-Fi 6E (802.11ax) (Dual band) 2*2","Bluetooth 5","1x USB 3.2 Gen 2 Type-A2x Thunderbolt 4 (Display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack"
"Văn phòng","Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS",26490000,27,39,"asus","vivobook","3.2","Trải nghiệm hình ảnh sống động, sắc nét với màn hình OLED 3K, mang đến màu sắc chân thực và độ tương phản cao. Vi xử lý Intel Core U7-155H, RAM 16GB và ổ cứng SSD 512GB PCIe đảm bảo hiệu suất mượt mà cho mọi tác vụ. Thiết kế mỏng nhẹ dễ dàng mang theo bên mình, phù hợp cho công việc và giải trí mọi lúc mọi nơi. Được cài đặt sẵn Windows 11, bạn có thể sử dụng ngay sau khi mua, sẵn sàng cho mọi công việc và giải trí.","Xanh","2022","Nhật Bản","Intel Arc Graphics","Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads)","16GB","LPDDR5X Onboard","16GB LPDDR5X Onboard","512GB M.2 NVMe PCIe 4.0 SSD","512GB","120Hz","Tấm nền Oled","14 inches","Độ sáng 400nits Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 600 1.07 tỷ màu Ánh sáng xanh ít gây hại hơn 70%","2880 x 1800 pixels","Công nghệ Smart Amp Loa tích hợp Micrô tích hợp Micrô mảng tích hợp harman/kardon (Chính thống)","Vỏ kim loại","31.05 x 22.19 x 1.39 ~ 1.59 cm (W x H x D)","1.30 kg","Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled","Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím số  Có phím Copilot","McAfee dùng thử miễn phí 30 ngày Webcam IR hỗ trợ Windows Hello McAfee Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Phần mềm TPM)","Camera FHD có chức năng IR hỗ trợ Windows Hello  Có màn trập riêng tư","Windows 11 Home","75WHrs, 4S1P, 4-cell Li-ion","Wi-Fi 6E(802.11ax) (Dual band) 2*2","Bluetooth 5.3","2x USB 3.2 Gen 1 Type-A 2x Thunderbolt 4 (display / power delivery) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Đầu đọc thẻ Micro SD"
"Gaming","Laptop ASUS TUF Gaming A16 Advantage Edition FA617NSR-RL100W",23490000,6,15,"asus","tuf","2.5","Trang bị bộ vi xử lý AMD Ryzen 7 7435HS mang lại hiệu năng vượt trội. Ram 16GB và ổ cứng SSD 512GB PCIe giúp máy chạy nhanh và mượt mà. Card đồ họa rời AMD Radeon RX 7600S 8GB cho khả năng xử lý đồ họa mạnh mẽ. Màn hình 16 inch WUXGA 144Hz hiển thị sắc nét và mượt mà. Thiết kế đậm chất gaming với nhiều cổng kết nối tiện ích.","Đen","2021","Singapore","AMD Radeon RX 7600S 8GB GDDR6, up to 95W(SmartShift)","AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)","16GB","DDR5-4800 SO-DIMM","16GB DDR5-4800 SO-DIMM 2x SO-DIMM (Nâng cấp tối đa 32GB)","512GB PCIe 4.0 NVMe M.2 SSD","512GB","144 Hz","Tấm nền IPS","16 inches","Thời gian phản hồi 7msĐộ sáng 300nitsĐộ phủ màu NTSC 45%Màn hình chống chóiFreeSync Premium","1920 x 1200 pixels (WUXGA)","Công nghệ chống ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe)","","35.5 x 25.2 x 2.21 ~ 2.68 cm (W x D x H)","2.20 Kg","Wi-Fi 6","Bàn phím Chiclet có đèn nền Đèn đơn","Kensington Security Slot","720P HD camera","Windows 11 Home","90WHrs, 4S1P, 4-cell Li-ion","Wi-Fi 6(802.11ax) (Dual band) 2*2","Bluetooth 5.3","1x RJ45 LAN  1x USB 3.2 Gen 2 Type-C 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc) 2x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack Built-in array microphone"
"Sinh viên","Laptop MSI Modern 14 C13M-608VN",12990000,10,93,"msi","modern","2.7","Thuộc phân khúc laptop học tập, văn phòng với trọng lượng cực mỏng nhẹ chỉ 1.4kg CPU Intel Core i5-1335U cân mọi tác vụ làm việc, học tập RAM DDR4 16GB không hề xuất hiện hiện tượng giật lag khi bạn mở chục tabs Chrome cùng lúc Ổ cứng 512GB cho dung lượng lưu trữ lớn, hỗ trợ khởi động máy, truy cập dữ liệu nhanh chóng Màn hình 14 inch Full HD và tấm nền IPS cho góc nhìn rộng, độ nét cao","Đen","2022","Đài Loan","Intel Iris Xe Graphics","Intel Core i5-1335U (10 lõi / 12 luồng, 4.6 GHz, 12 MB)","16GB","DDR4 Onboard 3200MHz","16GB DDR4 Onboard 3200MHz","512GB NVMe PCIe Gen3x4 SSD","512GB","60Hz","Tấm nền IPS","14 inches","Độ phủ màu 45% NTSC","1920 x 1080 pixels (FullHD)","","","319 x 223 x 19.35 mm (Dài x Rộng x Cao)","1.4 kg","Wi-Fi 6","","","HD type (30fps@720p)","Windows 11 Home","3 Cell, 39.3 Whr","Wi-Fi 6 802.11ax","Bluetooth 5.1","1x Type-C (USB3.2 Gen2 / DP)  1x Type-A USB3.2 Gen2  2x Type-A USB2.0  1x (4K @ 60Hz) HDMI  1x Mic-in/Headphone-out Combo Jack  1x Đầu đọc thẻ MicroSD"
"Văn phòng","Laptop ASUS ExpertBook B1402CVA-NK0157W",15990000,30,30,"asus","expertbook",0,"Sức mạnh của bộ vi xử lý Intel Core i7 giúp máy tính xử lý mọi nhiệm vụ từ cơ bản đến phức tạp một cách hiệu quả. RAM 8GB và ổ cứng SSD 512GB tăng cường tốc độ và sự mượt mà khi sử dụng. Màn hình 14 inch độ phân giải Full HD mang đến trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản rõ nét và sống động. Phần vỏ máy được chế tác tỉ mỉ, tạo nên một thiết kế chắc chắn, sang trọng và bền bỉ.","Đen","2021","Đài Loan","Intel UHD Graphics","Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)","8GB","DDR4 Onboard + 1 khe DDR4 (nâng cấp tối đa 40GB)","8GB DDR4 Onboard + 1 khe DDR4 (nâng cấp tối đa 40GB)","512GB M.2 2280 NVMe PCIe 4.0 SSD","512GB","60 Hz","Tấm nền TN","14 inches","LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói","1920 x 1080 pixels (FullHD)","Âm thanh Dirac Loa tích hợp","Vỏ nhựa","32.69 x 21.45 x 1.99 cm (W x H x D)","1.46 kg","Wi-Fi 6, Bảo mật vân tay","","Cảm biến vân tay Khe bảo mật Kensington Nano (6x 2,5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đun nền tảng (TPM) 2.0","720p HD với màn trập camera","Windows 11 Home","42WHrs, 3S1P, 3-cell Li-ion","Wi-Fi 6 (802.11ax)","Bluetooth 5.2","1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet"
"Văn phòng","Laptop Acer Swift Lite 14 AI SFL14-51M-56HS",18190000,77,87,"acer","swift","2.3","Laptop có màu bạc sang trọng và kiểu dáng mỏng nhẹ, dễ dàng mang theo khi di chuyển. Màn hình 14.0 inch FHD+ cung cấp hình ảnh sắc nét và sống động, lý tưởng cho công việc và giải trí. Được trang bị bộ vi xử lý Intel U5-125U và RAM 16GB, máy xử lý mượt mà các tác vụ đa nhiệm. Ổ cứng 512GB PCIe mang lại tốc độ truy xuất dữ liệu nhanh, phục vụ tốt cho nhu cầu lưu trữ. Chạy trên Windows 11, mang đến trải nghiệm người dùng mượt mà và các tính năng hiện đại.","Bạc","2024","Đài Loan","Intel Graphics","Intel Core Ultra 5 125U (12 lõi / 14 luồng, 3.6 GHz, 4.3 GHz, 12 MB Intel Smart Cache)","16GB","DDR5 5600 MT/s","16GB DDR5 5600 MT/s 2 khe nâng cấp tối đa 32GB (2x 8GB)","512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB)","512GB","60 Hz","Tấm nền IPS","14 inches","Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView LED-backlit TFT LCD","1920 x 1200 pixels (FullHD+)","Hai loa stereo tích hợp Hai micro kỹ thuật số tích hợp","Vỏ nhựa - nắp lưng kim loại","314.4 x 221.9 x 17.5 mm (W x D x H)","1.27 kg","Wi-Fi 6","","BIOS user, supervisor, HDD passwords, Kensington lock","Camera FHD","Windows 11 Home SL","58Whr 3-cell 65W PD Type-C Adapter","Intel Wireless Wi-Fi 6 AX201","Bluetooth 5.1","1x USB Type-C  3x USB-A  1x Khe cắm microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT) 1x HDMI 1.4 port hỗ trợ HDCP1 x Headphone/speaker jack"
"Văn phòng","Laptop Dell Inspiron 15 3520 8D10NK","16490000",28,49,"dell","inspiron","2.5","Trang bị bộ vi xử lý Intel Core i5-1235U, cung cấp hiệu năng ổn định cho các tác vụ hàng ngày và công việc văn phòng. Bộ nhớ RAM 16GB cho phép người dùng làm việc đa nhiệm mượt mà, mở nhiều ứng dụng cùng lúc. Ổ cứng SSD PCIe 512GB đảm bảo tốc độ khởi động và mở ứng dụng nhanh chóng, cùng không gian lưu trữ đủ dùng. Màn hình 15.6 inch Full HD với tần số quét 120Hz mang lại trải nghiệm hình ảnh sắc nét và mượt mà.","Bạc","2024","Trung Quốc","Intel Iris Xe Graphics","Intel Core i5-1235U (10 lõi) - Max Turbo Freque","16GB","DDR4 2666Mhz","16GB DDR4 2666Mhz 2 x 8GB DDR4","512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280","512GB","120 Hz","Tấm nền WVA","15.6 inches","Màn hình chống chói","1920 x 1080 pixels (FullHD)","Âm thanh Cirrus Logic HD","","35.85 x 23.49 x 1.75 cm (L x W x H)","1.685 kg","Wi-Fi 6","","Công nghệ Intel Platform Trust, Giảm thiểu bảo mật SMM, Xóa dữ liệu","HD WebCam có micrô","Windows 11 Home Single Language 64-bit + Office Home & Student 2021","3 Cell Int (41Wh)","802.11 ac","Bluetooth 5.0","1 x USB 2.0 Type-A 2 x USB 3.2 Gen 1 Type-A 1 x HDMI 1 x Headphone SD-Card"
