label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Sinh viên,laptop-hp-pavilion-15-eg3093tu-8c5l4pa,Laptop HP Pavilion 15-EG3093TU 8C5L4PA,18490000,81,17,hp,pavilion,3.7,"Laptop thu hút ánh nhìn với thiết kế tông màu vàng nổi bật Màn hình rộng rãi 15.6 inch Full HD cho bạn không gian làm việc, học tập hay giải trí vô cùng đã mắt CPU Intel Core i5-1335U đáp ứng tốt các tác vụ học tập và làm việc hay chỉnh sửa hình ảnh cơ bản Ổ cứng dung lượng 512GB SSD cho không gian lưu trữ lớn, khởi động máy, mở ứng dụng nhanh chóng RAM 16GB cho phép laptop chạy nhiều tác vụ cùng lúc và xử lý dữ liệu mượt mà hơn",Vàng,2021,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5 - 1335U (1.30 GHz, Turbo Boost 4.6 GHz, 10 lõi / 12 luồng, 12 MB)",16GB,DDR4 3200 MHz,"16GB DDR4 3200 MHz 2 khe (1 khe 8 GB + 1 khe 8 GB, hỗ trợ nâng cấp tối đa 32 GB)",512 GB SSD NVMe PCIe,512GB,60 Hz,Tấm nền IPS,15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chóiĐộ sáng 250 nits,1920 x 1080 pixels (FullHD),Audio by B&ORealtek High Definition Audio HP Audio Boost,Vỏ kim loại,360.2 x 234 x 18 mm (Dài x Rộng x Dày),1.69 kg,Wi-Fi 6,,,HD webcam,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",Wi-Fi 6 (802.11ax),Bluetooth 5.2,"1x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)1x Jack tai nghe 3.5 mm2x USB 3.21x HDMI"
Sinh viên,laptop-dell-inspiron-15-3520-wtprt,Laptop Dell Inspiron 15 3520 WTPRT,15000000,98,95,dell,inspiron,1.2,"CPU Intel Core i5 1135G7 cân mọi  tác vụ học tập, văn phòng RAM 8 GB DDR4 cho phép bạn chạy đồng thời nhiều chương trình mà không lag, giật Ổ cứng SSD 512 GB cung cấp không gian lưu trữ rộng lớn cho nhiều tập tin Màn hình 15.6 inch Full HD cho độ nét cao và hình ảnh sắc nét",Đen,2021,Trung Quốc,Intel UHD Graphics,"Intel Core i5 1135G7 (4.2 GHz, 4 lõi / 8 luồng, 8 MB)",8GB,DDR4 3200 MHz,8GB DDR4 3200 MHz 2 khe (Nâng cấp tối đa 16GB),256GB SSD (M2) PCI-E Gen 4.0 (4x),256GB,60 Hz,Tấm nền IPS,15.6 inches,Thời gian phản hồi 20 ms Độ sáng 220 nits,1920 x 1080 pixels (FullHD),Realtek ALC3204  2x 2W,Vỏ nhựa,358.5 x 234.9 x 15.52-19.59 mm,1.63 kg,"Wi-Fi 6, Màn hình cảm ứng",,,Full HD (1920 x 1080 pixels),Windows 11,Li-Po,Wi-Fi v6,Bluetooth	v5.2,2x USB 3.2 (USB-A)  2x USB 3.2 (USB Type-C) 1x HDMI 1.41x Audio jack (3.5 mm)1x Đầu đọc thẻ SD1x Cổng sạc độc quyền
Sinh viên,laptop-lenovo-ideapad-3-15iau7-82rk001pvn,Laptop Lenovo Ideapad 3 15IAU7 82RK001PVN,19000000,59,1,lenovo,ideapad,4.5,"Thiết kế mỏng nhẹ, sang trọng và tinh tế, phù hợp cho các công việc học tập, văn phòng hay giải trí cơ bản Trang bị bộ vi xử lý Intel Core i5-1235U mạnh mẽ, cho phép xử lý mượt mà nhiều tác vụ cùng lúc Màn hình rộng 15.6 inch cho chất lượng hình ảnh sắc nét, sống động, cung cấp trải nghiệm xem phim, lướt web hay làm việc hiệu quả Bộ nhớ 512 GB SSD giúp bạn lưu trữ thoải mái dữ liệu hay các ứng dụng mà không phải lo lắng về việc hết chỗ",Xám,2022,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5-1235U (10 lõi (2P + 8E) / 12 luồng, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB)",8GB,DDR4-3200 Onboard,8GB DDR4-3200 Onboard 1 khe trống (Hỗ trợ nâng cấp lên đến 16 GB (8GB Onboard + 8GB SO-DIMM)),512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ nâng cấp 1TB),512GB,,Tấm nền TN,15.6 inches,Độ sáng 250 nits  Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh độ phân giải cao (HD)  Loa âm thanh nổi 1.5 W x2 Dolby Audio,Vỏ nhựa,359.2 x 236.5 x 19.9 mm (W x D x H),1.63 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled  Cảm biến vân tay tích hợp nút nguồn,HD 720p với màn trập camera,Windows 11 Home Single Language,45Wh,11ac 2x2,Bluetooth 5.0,"1x USB 2.0  1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (Truyền dữ liệu, Power Delivery, DisplayPort 1.2) 1x HDMI 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc thẻ 1x Đầu nối nguồn"
Sinh viên,laptop-lenovo-thinkbook-15-g3-acl-21a400chvn,Laptop Lenovo ThinkBook 15 G3 ACL 21A400CHVN,19000000,28,77,lenovo,thinkbook,1.8,"Xứ lý tốt các tác vụ văn phònng - Chip AMD Ryzen 3 5300u mạnh mẽ, tiến trình 7nm tiết kiệm pin Học tập, làm việc tại nhà - Tích hợp Webcam 720p Khả năng nâng cấp vượt trội - 8GB Ram onboard + 1 khe trống cho phép nâng cấp tối đa đến 40GB Lưu trữ thả ga - 512GB SSD M.2, có thể gắn thêm 1 HDD Thoải mái xem phim - Màn hình Full HD, đạt chứng nhận TUV low blue light bảo vệ mắt",Xám,2024,Đài Loan,Integrated AMD Radeon Graphics,AMD Ryzen 3 5300U,8GB,DDR4-3200,8GB DDR4-3200 8GB onboard + 1 khe cắm tối đa 32GB,512GB SSD M.2 2242 PCIe 3.0x4 NVMe + Empty HDD Bay,512GB,,Tấm nền IPS,15.6 inches,Màn hình chống loá,1920 x 1080 pixels (FullHD),"2W x2, Dolby Audio",,357 x 235 x 18.9 mm,1.7 kg,,,,HD 720p,Windows 11 Home SL,45Wh,"11ac, 2x2",v5.0,"1x USB 3.2 Gen 1  1x USB 3.2 Gen 1 (Always On)  2x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)  1x HDMI 1.4b  1x Khe đọc thẻ nhớ  1x Ethernet (RJ-45)  1x Cổng tai nghe"
Sinh viên,laptop-asus-vivobook-flip-14-tp470ea-ec346w,Laptop Asus Vivobook Flip 14 TP470EA EC346W,11490000,66,81,asus,vivobook,0.0,"Intel Core i3-1115G4 xử lý mượt mà các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS. Ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Khả năng hiển thị rực rỡ - màn hình 14.0 inch, tấm nền IPS, độ phân giải Full HD. Tích hợp webcam 720p cho phép đàm thoại thông qua video thoải mái. Năng lượng bất tận cả ngày với viên pin 3 Cells 42WHrs. Thiết kế vỏ nhựa cứng cáp, nặng 1.5 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 10 bản quyền.",Bạc,2024,Hàn Quốc,Intel UHD Graphics,Intel Core i3-1115G4,4GB,LPDDR4X 3200MHz Onboard,4GB LPDDR4X 3200MHz Onboard,512GB SSD M.2 NVMe™ PCIe® 3.0,512GB,,Tấm nền IPS,14 inches,,1920 x 1080 pixels (FullHD),SonicMaster,Vỏ nhựa,32.40 x 22.00 x 1.87 (cm),1.5 kg,"Wi-Fi 6, Bảo mật vân tay",,,720p HD camera,Windows 10 Home SL,3 Cells 42WHrs,Wi-Fi 6(802.11ax) (2x2),v5.0,1x Thunderbolt™ 4 supports display / power delivery  1x USB 3.2 Gen 2 Type-A  1x USB 2.0 Type-A  1x HDMI 1.4  1x 3.5mm Combo Audio Jack  1x DC-in  Finger Print
Sinh viên,laptop-dell-latitude-5420,Laptop Dell Latitude 5420,18000000,35,82,dell,latitude,0.0,"Mang thiết kế sang trọng, cứng cáp với khung viền chắc chắn Màn hình 14 inch Full HD cho trải nghiệm làm việc, lướt web, xem phim rõ nét Cân mọi tác vụ từ học tập đến văn phòng nhờ CPU Intel Core i5-1135G7 Mở hàng chục tab duyệt web cùng lúc mà không lo lag, giật nhờ RAM 8GB Dễ dàng lưu trữ nhiều file làm việc, dữ liệu học tập với ổ cứng 256GB",Xám,2023,Singapore,Intel Iris Xe Graphics,"Intel Core i5-1135G7 (Upto 4.2 GHz, 8M cache)",8GB,DDR4 3200Mhz,8GB DDR4 3200Mhz,256GB M.2 PCIe NVMe Class 40 SSD,256GB,,,14 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Loa âm thanh nổi với Realtek Waves MaxxAudio Pro  2 W x 2 W = 4 W,,19.3 x 321.4 x 212 mm (Cao x Rộng x Sâu),1.37kg,,,,1080p at 30 fps,Windows 10 Pro,"4 Cell, 63.3 Whr",,Bluetooth 5.1,1x Cổng âm thanh đa năng  1x HDMI 2.0 1x Khe cắm thẻ nhớ microSD 1x Wedge-shaped lock slot 2x Thunderbolt 4 ports với DisplayPort Alt Mode/USB4/Power Delivery 2x USB 3.2 (Gen 1)
Sinh viên,laptop-dell-latitude-e7270,Laptop Dell Latitude E7270,19000000,54,3,dell,latitude,4.0,"Màn hình 12.5 inch độ phân giải HD cho hình ảnh cực kỳ sống động và sắc nét CPU Intel Core i5-6300U xử lý tốt mọi tác vụ văn phòng, học tập, giải trí RAM 8GB cho hiệu suất xử lý tốt, đa nhiệm mượt mà các ứng dụng mà không giật lag Card đồ họa Intel HD Graphics cho phép chạy tốt các tác vụ hàng ngày Ổ cứng SSD 2566GB sẽ giúp máy hoạt động mượt hơn, khởi động ứng dụng, phần mềm nhanh chóng hơn",Đen,2024,Singapore,Intel HD Graphics 520,Intel Core i5-6300U,8GB,DDR4,8GB DDR4,256GB SSD  1x 2280 SATA III (M key),256GB,,Tấm nền TN,12.5 inches,,1366 x 768 pixels,,Vỏ nhựa,310 x 215 x 12.22 mm,1.26 kg,Wi-Fi 6,Có đèn bàn phím,Khe khóa bảo mật,Có,Windows OS,,802.11ac,Bluetooth 4.1,3x USB Type-A 3.2 Gen 1 (5 Gbps)   1x HDMI  1x Mini DisplayPort  1x Đầu đọc thẻ  1x SIM
Sinh viên,laptop-lenovo-thinkpad-t14,Laptop Lenovo Thinkpad T14,14000000,28,0,lenovo,thinkpad,1.6,"Sở hữu kiểu dáng lịch lãm với những chi tiết tiết được hoàn thiện vô cùng chỉn chu Màn hình IPS 14 inch cùng độ phân giải Full HD cho chất lượng hình ảnh sắc nét, sống động CPU Intel Core i5-10310U mạnh mẽ, giải quyết nhanh chóng mọi tác vụ RAM 8GB và 256GB SSD cho tốc độ mở máy, lưu trữ file nhanh chóng Hỗ trợ Intel Wi-Fi 6 giúp kết nối máy ổn định trong các cuộc họp, học online",Đen,2021,Nhật Bản,Intel UHD 620,"Intel Core i5 10310U (4 lõi / 8 luồng, 1.7GHz up to 4.4GHz, 6MB)",8GB,DDR4 2666MHz,8GB DDR4 2666MHz Nâng cấp tối đa 40GB,SSD 256GB M.2,SSDGB,60 Hz,Tấm nền IPS,14 inches,Độ sáng 250NitsĐộ phủ màu 59% sRGBV,1920 x 1080 pixels (FullHD),,,32.9 x 22 x 1.79 mm,1.46 kg,Wi-Fi 6,,,720p HD,Windows 10,50WHr Li-ion,6 802.11ax 2x2,Bluetooth 5,"2 x USB 3.2 Gen 12 x USB Type-C (Thunderbolt 3, Power Delivery 3.0, DisplayPort 1.4)1 x HDMI 2.01 x RJ-451 x microSD1 x headphone/microphone combo jack1x SD card reader"
Sinh viên,laptop-dell-vostro-15-3530-80gg9,Laptop Dell Vostro 15 3530 80GG9,15000000,13,88,dell,vostro,4.6,"Sở hữu thiết kế cao cấp, bản lề cứng cáp, chắc chắn. Màn hình 15.6 inch Full HD rộng rãi, cho hình ảnh sắc nét, rõ ràng. CPU Intel Core i5-1335U xử lý nhanh gọn mọi thao tác học tập, văn phòng. RAM 8GB DDR4 mượt mà, nhanh chóng, hạn chế giật lag khi mở đồng thời nhiều tabs. Ổ cứng 512GB SSD cho khả năng lưu trữ, truy xuất dữ liệu siêu nhanh, khởi động máy tính chỉ trong vài giây.",Xám,2022,Đài Loan,Intel Iris Xe Graphics,"Intel Core i5-1335U (1.3 GHz - 4.6 GHz, 12MB, 10 nhân / 12 luồng )",8GB,DDR4 3200MHz,8GB DDR4 3200MHz 1 khe trống,512 GB SSD M.2 NVMe,512GB,120 Hz,Tấm nền IPS,15.6 inches,Màn hình chống lóa,1920 x 1080 pixels (FullHD),,,35.85 x 23.56 x 1.90 cm,1.6 kg,,,,HD webcam,Windows 11 Home SL + Office Home & Student 2021,3 cell 41 Wh,WiFi 802.11ac,Bluetooth 5.0,"1x HDMI1x USB Type C 1x USB 3.21x USB 2.01x Khe cắm thẻ SDAudio combo , LAN 1 Gb/s"
Sinh viên,laptop-lenovo-ideapad-slim-5-14imh9-83da001yvn,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001YVN,18000000,53,93,lenovo,ideapad,1.6,"Bộ vi xử lý Intel U7 cùng đồ họa Integrated Intel Arc Graphics cho hiệu năng mượt mà, đáp ứng tốt các nhu cầu học tập, làm việc và giải trí cơ bản. Màn hình 14 inch WUXGA mang đến hình ảnh sắc nét, sống động và trải nghiệm xem mượt mà. RAM 32GB cho khả năng đa nhiệm mượt mà, ổ cứng SSD 512GB mang đến tốc độ khởi động và truy cập dữ liệu nhanh chóng. Với kích thước và trọng lượng nhỏ gọn nên laptop dễ dàng mang theo khi di chuyển.",Xám,2023,Singapore,Intel Arc Graphics,"Intel core Ultra 7 155H (16 nhân / 22 luồng, up to 4.8 GHz, 24MB cache)",32GB,Onboard LPDDR5x-7467,32GB Onboard LPDDR5x-7467,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, nâng cấp tối đa 1TB M.2 2242 SSD)",512GB,60Hz,Tấm nền Oled,14 inches,DisplayHDR True Black 500 Độ sáng tối đa: 400nits Độ phủ màu 100% DCI-P3,1920 x 1200 pixels (WUXGA),Âm thanh độ phân giải cao (HD)Stereo speakers 2W x2 Dolby Audio,Vỏ kim loại,312 x 221 x 16.9 mm,1.48 kg,"Wi-Fi 6, Nhận diện khuôn mặt",Có đèn nền,Bảo mật TPM 2.0 Camera hồng ngoại cho Windows Hello,FHD 1080p với màn trập riêng tư Cảm biến ToF,Windows 11 Home Single Language,57Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,2x USB-A 2x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ nhớ SD
Sinh viên,laptop-lenovo-ideapad-3-15iau7-82rk015avn,Laptop Lenovo Ideapad 3 15IAU7 82RK015AVN,19000000,93,99,lenovo,ideapad,4.9,"Bộ vi xử lý Intel Core i3-1215U thế hệ mới cùng card đồ họa Intel UHD Graphics cho hiệu năng mượt mà, đáp ứng tốt các nhu cầu học tập, làm việc và giải trí cơ bản. Màn hình 15.6 inch FHD IPS mang đến hình ảnh sắc nét, sống động và trải nghiệm xem mượt mà. RAM 16GB DDR4-3200 cho khả năng đa nhiệm mượt mà, ổ cứng SSD 512GB mang đến tốc độ khởi động và truy cập dữ liệu nhanh chóng. Với kích thước 359.2 x 236.5 x 19.9 mm và trọng lượng 1.63 kg, laptop dễ dàng mang theo khi di chuyển.",Xám,2023,Hàn Quốc,Intel UHD Graphics,"Intel core i3-1215U (6 nhân / 8 luồng, up to 4.4 GHz, 10MB cache)",16GB,DDR4-3200,"16GB DDR4-3200 2 khe (8GB Onboard + 8GB SO-DIMM DDR4-3200, tối đa 16GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),512GB,,Tấm nền IPS,15.6 inches,Độ sáng tối đa 300nitsMàn hình chống chói,1920 x 1080 pixels (FullHD),Loa âm thanh nổi 1.5W x2 Dolby Audio,Vỏ nhựa,359.2 x 236.5 x 19.9 mm,1.63 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled Cảm biến vân tay,HD 720p với màn trập camera,Windows 11 Home Single Language,45Wh,Wi-Fi 11ac 2x2,Bluetooth 5.1,1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ  1x Đầu nối nguồn
Sinh viên,laptop-asus-vivobook-15-oled-a1505za-l1245w,Laptop ASUS Vivobook 15 OLED A1505ZA-L1245W,12000000,52,93,asus,vivobook,2.4,"CPU Intel Core i5 - 12500H giúp bạn xử lý trơn tru các tác vụ từ văn phòng, giải trí đến đồ họa như thiết kế hình ảnh, video đơn giản RAM 8 GB mạnh mẽ cho phép bạn có thể vừa nghe nhạc vừa mở nhiều tab trên trình duyệt web mà vẫn mượt mà, ít bị giật lag Ổ cứng SSD 512 GB cho không gian lưu trữ lớn, truy xuất dữ liệu được nhanh hơn Màn hình 15.6 inch OLED cùng đạt chuẩn Display HDR True Black 600 cho hình ảnh đạt chất lượng cao, màu sắc rực rỡ có độ tương phản cao",Bạc,2021,Đài Loan,Intel UHD Graphics,"Intel Core i5-12500H (2.5 GHz, 18M Cache, up to 4.5 GHz, 4P + 8E cores)",8GB,DDR4 Onboard,"8GB DDR4 Onboard 1 khe ram trống, có thể gắn thêm 8GB",512GB M.2 NVMe PCIe 3.0 SSD,512GB,60 Hz,Tấm nền OLED/AMOLED,15.6 inches,Thời gian phản hồi 0.2msĐộ sáng 600nits HDR  Độ phủ màu 100% DCI-P3  Display HDR True Black 600 1.07 tỷ màu Giảm ánh sáng xanh 70% TÜV Rheinland-certified SGS Eye Care Display,1920 x 1080 pixels (FullHD),Loa tích hợp Micrô mảng tích hợp,Vỏ nhựa,35.68 x 22.76 x 1.99 ~ 1.99 cm (W x H x D),1.70 kg,"Wi-Fi 6, Bảo mật vân tay, Màn hình Oled",,Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS Bảo vệ mật khẩu người dùng BIOS setup user password Mô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax) (Dual band) 2*2,Bluetooth 5.0,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Sinh viên,laptop-acer-aspire-5-a514-56p-55k5,Laptop Acer Asprie 5 A514-56P-55K5,20000000,52,26,acer,asprie,3.0,"CPU Intel Core i5 1335U cùng card tích hợp Intel Iris Xe Graphics mang đến hiệu năng làm việc trên các ứng dụng học tập, văn phòng của Office mượt mà. RAM 16 GB có khả năng chạy song song nhiều ứng dụng mà vẫn rất trơn tru và không bị đứng máy giữa chừng. Ổ cứng 512 GB SSD rộng rãi, dễ dàng lưu trữ file, tài liệu,... Màn hình 14 inch Full HD+ cho chất lượng hiển thị hình ảnh cũng như nội dung khá tốt, màu sắc rõ ràng.",Đen,2022,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",16GB,LPDDR5 6400MHz,16GB LPDDR5 6400MHz Không hỗ trợ nâng cấp,512GB SSD M.2 NVMe,512GB,,Tấm nền IPS,14 inches,,1200 x 1920 pixels,,Vỏ nhựa,318.8 x 225.5 x 17.99 mm,1.5 kg,Wi-Fi 6,Không đèn,,HD webcam,Windows 11 Home,"3 cell 50 Wh , Pin liền",WiFi 802.11ax (Wifi 6),Bluetooth 5.1,1 x HDMI2 x USB 3.2Audio combo
Sinh viên,laptop-hp-pavilion-x360-14-ek1048tu-80r26pa,Laptop HP Pavilion X360 14-EK1048TU 80R26PA,12000000,16,74,hp,pavilion,3.0,"Sở hữu lớp vỏ kim loại màu vàng sang trọng cực kỳ thu hút ánh nhìn Màn hình 14 inch Full HD giúp tái tạo hình ảnh với màu sắc tươi tắn và độ chi tiết cao CPU Intel Core i5 1335U đáp ứng mượt mà các tác vụ như Word, Excel,... Hỗ trợ gập mở 360 độ kết hợp màn hình cảm ứng đa điểm cho thao tác đa dạng và linh hoạt Bảo mật vân tay giúp mở khóa chỉ bằng một chạm vô cùng tiện lợi",Vàng,2023,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i5 Raptor Lake - 1335U (1.30 GHz, 10 lõi / 12 luồng, Turbo Boost 4.6 GHz, 12 MB)",8GB,DDR4 Onboard  3200 MHz,8GB DDR4 Onboard  3200 MHz Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,512GB,60 Hz,Tấm nền IPS,14 inches,Màn hình chống chói  Độ sáng 250 nits,1920 x 1080 pixels (FullHD),Audio by B&O  Realtek High Definition Audio,Vỏ kim loại,322 x 210 x 19.9 mm (Dài x Rộng x Dày),1.53 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Xoay gập 360 độ (2 in 1)",,,Camera 5.0 MP cùng màn trập camera,Windows 11 Home SL,"3-cell Li-ion, 43 Wh",Wi-Fi 6E (802.11ax),Bluetooth 5.2,1x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)1x Jack tai nghe 3.5 mm2x USB 3.21x HDMI1x Micro SD
Sinh viên,laptop-hp-pavilion-x360-14-ek0135tu-7c0w5pa,Laptop HP Pavilion X360 14-EK0135TU 7C0W5PA,12000000,87,50,hp,pavilion,0.0,"Sở hữu lớp áo màu bạc tinh tế, thiết kế xoay gập 360 độ dễ dàng làm việc ở bất cứ đâu như nằm trên giường, trên ghế sofa, bàn làm việc,... mà không hề bị hạn chế. Cấu hình máy khỏe khoắn với CPU Intel core i5-1235U đảm bảo thao tác linh hoạt các ứng dụng, cài đặt phần mềm, mở đa tác vụ nhanh chóng và không mất nhiều thời gian. RAM 8GB cùng với ổ cứng SSD 512GB xử lý công việc siêu nhanh, bạn có thể thao tác sao chép dữ liệu, cài đặt phần mềm, mở các ứng dụng với thời gian chỉ trong vài giây. Trọng lượng máy chỉ 1.5 kg, màn hình 14.0 inch nhỏ gọn dễ dàng mang theo đi làm, đi học, đi chơi. Bàn di chuột có kích thước lớn, nhẵn mịn, mang lại trải nghiệm chạm lướt mượt mà. Trang bị khá đầy đủ cổng kết nối: USB Type A, USB Type C, HDMI,... phục vụ cho việc truyền, xuất dữ liệu nhanh chóng.",Bạc,2021,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i5-1235U 10 nhân / 12 luồng, 12 MB Intel Smart Cache",8GB,DDR4 3200MHz,8GB DDR4 3200MHz,512GB SSD PCIe NVMe M.2,512GB,,Tấm nền IPS,14 inches,Màn hình kính tràn viền  Độ sáng 250 nits  Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,,32.2 x 21 x 1.99 cm (W x D x H),1.51 kg,"Wi-Fi 6, Màn hình cảm ứng",,,HP Wide Vision 720p HD,Windows 11 Home SL,"3 Cell, 43 WHrs Li-ion polymer",Intel Wi-Fi 6E AX211 (2x2),Bluetooth 5.2 Combo,"1x  USB Type-C (Sạc, DisplayPort 1.4, HP ngủ và sạc)  2x USB Type-A  1x HDMI 2.1  1x Đầu đọc thẻ nhớ SD đa định dạng  1x Headphone/microphone combo"
Sinh viên,laptop-hp-pavilion-x360-14-ek0131tu-7c0p6pa,Laptop HP Pavilion X360 14-EK0131TU 7C0P6PA,12000000,78,10,hp,pavilion,4.8,"Phiên bản mới nhất của dòng laptop 2-in-1 của nhà HP với bản lề đặc biệt giúp góc mở màn hình đạt đến 360 độ, cho phép tùy biến theo nhiều cách khác nhau tùy nhu cầu sử dụng. Thiết kế thời trang với màu xanh bắt mắt, viền màn hình siêu mỏng. Trọng lượng chỉ 1.51 kg dễ dàng cầm máy bằng một tay và sử dụng linh hoạt ở nhiều nơi. Màn hình 14 inch, tấm nền IPS với độ phân giải Full HD hỗ trợ làm việc, học tập hay giải trí một cách rõ nét, sống động. CPU Intel Core i3-1215U cùng tấm nền Intel UHD Graphics giải quyết nhẹ nhàng mọi tác vụ văn phòng từ: Word, Excel,... cho đến chỉnh sửa ảnh cơ bản trên Canva, Figma,... TouchPad kích thước lớn thoải mái di vuốt mà không bị giới hạn.",Xanh,2022,Hàn Quốc,Intel UHD Graphics,"Intel Core i3-1215U (1.20 GHz up to 4.40GHz, 10MB Cache)",8GB,DDR4 3200MHz,8GB DDR4 3200MHz,256 GB PCIe NVMe M.2 SSD,256GB,,Tấm nền IPS,14 inches,Màn hình kính tràn viền  Độ sáng 250nits  Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,,,1.51 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay",,,HP True Vision 5MP với màn trập camera,Windows 11 Home SL,"3 Cell, 43 Whrs",Intel Wi-Fi 6E AX211 (2x2),Bluetooth 5.2,"1x USB Type-C (Sạc, DisplayPort 1.4, HP Sleep and Charge)  2x USB Type-A  1x HDMI 2.1  1x AC  1x Headphone/microphone combo"
Sinh viên,laptop-asus-vivobook-flip-14-tp470ea-ec346w-cu-dep,Laptop Asus Vivobook Flip 14 TP470EA EC346W - Cũ Đẹp,15000000,21,18,asus,vivobook,3.0,"Intel Core i3-1115G4 xử lý mượt mà các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS. Ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Khả năng hiển thị rực rỡ - màn hình 14.0 inch, tấm nền IPS, độ phân giải Full HD. Tích hợp webcam 720p cho phép đàm thoại thông qua video thoải mái. Năng lượng bất tận cả ngày với viên pin 3 Cells 42WHrs. Thiết kế vỏ nhựa cứng cáp, nặng 1.5 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 10 bản quyền.",Bạc,2023,Trung Quốc,Intel UHD Graphics,Intel Core i3-1115G4,4GB,LPDDR4X 3200MHz Onboard,4GB LPDDR4X 3200MHz Onboard,512GB SSD M.2 NVMe™ PCIe® 3.0,512GB,,Tấm nền IPS,14 inches,,1920 x 1080 pixels (FullHD),SonicMaster,Vỏ nhựa,32.40 x 22.00 x 1.87 (cm),1.5 kg,Wi-Fi 6,,,720p HD camera,Windows 10 Home SL,3 Cells 42WHrs,Wi-Fi 6(802.11ax) (2x2),v5.0,1x Thunderbolt™ 4 supports display / power delivery  1x USB 3.2 Gen 2 Type-A  1x USB 2.0 Type-A  1x HDMI 1.4  1x 3.5mm Combo Audio Jack  1x DC-in  Finger Print
